0.07177953, -0.0122074, -0.9973449
0.07300027, -0.01147496, -0.9975891
0.07300027, -0.01147496, -0.9975891
0.07300027, -0.01147496, -0.9975891
0.07324442, -0.009765923, -0.9997863
0.07422101, -0.01123081, -0.9978332
0.07422101, -0.01123081, -0.9978332
0.07470931, -0.01123081, -0.9980773
0.07300027, -0.009521775, -0.9971008
0.07324442, -0.01123081, -0.9975891
0.07519761, -0.01171911, -0.9966125
0.07495346, -0.009277627, -1.001007
0.07348857, -0.009521775, -0.9949034
0.07446516, -0.01074252, -0.9995422
0.07446516, -0.01074252, -0.9995422
0.07544176, -0.01025422, -0.9968566
0.07373272, -0.009765923, -0.9980773
0.07446516, -0.009521775, -0.9946592
0.07446516, -0.009521775, -0.9946592
0.07251198, -0.01196326, -0.9980773
0.0766625, -0.01074252, -0.9968566
0.07397687, -0.01001007, -0.9956359
0.07495346, -0.009765923, -0.99588
0.07300027, -0.01123081, -0.9975891
0.07422101, -0.01001007, -0.9971008
0.07422101, -0.01001007, -0.9971008
0.07251198, -0.009765923, -0.999054
0.07275613, -0.01025422, -0.9956359
0.07300027, -0.01098666, -0.9995422
0.07519761, -0.009765923, -0.9968566
0.07226783, -0.009521775, -0.9971008
0.07226783, -0.009521775, -0.9971008
0.07397687, -0.01025422, -0.9973449
0.07275613, -0.009521775, -0.9980773
0.07470931, -0.01147496, -0.9978332
0.07397687, -0.0122074, -0.9978332
0.07373272, -0.01049837, -0.9971008
0.07373272, -0.01049837, -0.9971008
0.07544176, -0.01049837, -0.9973449
0.07519761, -0.01049837, -0.9961242
0.07275613, -0.01074252, -0.9985657
0.07495346, -0.01098666, -0.9949034
0.07495346, -0.01098666, -0.9949034
0.07397687, -0.01074252, -0.9961242
0.07544176, -0.01025422, -0.9978332
0.07422101, -0.009033479, -0.9968566
0.07373272, -0.009521775, -0.9946592
0.07324442, -0.01293985, -0.9907529
0.07495346, -0.01245155, -0.9975891
0.07348857, -0.009521775, -0.9968566
0.07348857, -0.009521775, -0.9968566
0.07373272, -0.01098666, -0.9944152
0.07300027, -0.0126957, -0.9953917
0.07373272, -0.01196326, -0.9968566
0.07348857, -0.01098666, -0.9983215
0.07348857, -0.01098666, -0.9983215
0.07519761, -0.01147496, -0.9973449
0.07470931, -0.01293985, -0.9980773
0.07446516, -0.01171911, -0.99588
0.07397687, -0.01123081, -1.000031
0.07300027, -0.01196326, -0.9968566
0.07300027, -0.01196326, -0.9968566
0.07422101, -0.01049837, -0.9973449
0.07470931, -0.01196326, -0.9936827
0.07519761, -0.01098666, -0.9980773
0.07422101, -0.01001007, -0.9956359
0.07300027, -0.01367229, -0.9973449
0.07519761, -0.0122074, -0.9973449
0.07519761, -0.0122074, -0.9973449
0.07373272, -0.01049837, -0.9995422
0.07593005, -0.013184, -0.9983215
0.07226783, -0.0126957, -0.9980773
0.07226783, -0.0126957, -0.9980773
0.07348857, -0.01025422, -0.99588
0.07422101, -0.0122074, -0.9997863
0.07519761, -0.01293985, -0.9949034
0.07348857, -0.01074252, -0.9988098
0.07422101, -0.009521775, -0.9956359
0.07153539, -0.01123081, -0.9978332
0.07153539, -0.01123081, -0.9978332
0.07422101, -0.009277627, -0.9949034
0.07275613, -0.008789331, -0.9995422
0.07300027, -0.009277627, -0.9956359
0.07422101, -0.008545183, -0.9985657
0.07422101, -0.008545183, -0.9985657
0.07348857, -0.009521775, -0.9934385
0.07495346, -0.01147496, -0.999298
0.0756859, -0.008301035, -0.9951475
0.07202368, -0.01074252, -0.9973449
0.07690664, -0.009521775, -0.9988098
0.07690664, -0.009521775, -0.9988098
0.07397687, -0.01171911, -0.9944152
0.07495346, -0.01098666, -0.9953917
0.07446516, -0.01001007, -0.9961242
0.07544176, -0.01147496, -0.99588
0.07397687, -0.01049837, -0.994171
0.07495346, -0.01049837, -0.9961242
0.07495346, -0.01049837, -0.9961242
0.07763909, -0.01123081, -0.994171
0.07202368, -0.009033479, -1.001007
0.07641835, -0.01147496, -0.9902646
0.07031465, -0.009765923, -0.9924619
0.06884976, -0.009277627, -1.003449
0.06884976, -0.009277627, -1.003449
0.07837153, -0.01123081, -0.9944152
0.07153539, -0.008789331, -0.9988098
0.07373272, -0.01049837, -0.9953917
0.07348857, -0.01025422, -0.9944152
0.07348857, -0.01025422, -0.9944152
0.07861568, -0.01196326, -0.9973449
0.07519761, -0.008301035, -1.001495
0.07861568, -0.01025422, -0.9902646
0.07348857, -0.009765923, -0.9919736
0.0766625, -0.008056886, -0.9973449
0.0766625, -0.008056886, -0.9973449
0.07641835, -0.01001007, -0.9934385
0.07397687, -0.01001007, -0.9983215
0.07251198, -0.01074252, -0.9966125
0.07446516, -0.009033479, -0.9997863
0.0756859, -0.01049837, -0.9995422
0.0756859, -0.01049837, -0.9995422
0.07495346, -0.00756859, -0.9988098
0.07031465, -0.01196326, -0.9949034
0.06884976, -0.01001007, -0.99588
0.07324442, -0.01098666, -0.9971008
0.07226783, -0.01098666, -0.9953917
0.07226783, -0.01098666, -0.9953917
0.07300027, -0.01513718, -0.999054
0.07177953, -0.01245155, -0.994171
0.07715079, -0.013184, -0.999054
0.07641835, -0.0126957, -0.9963683
0.07837153, -0.01123081, -0.9971008
0.0761742, -0.009033479, -0.9975891
0.0761742, -0.009033479, -0.9975891
0.07837153, -0.008545183, -0.9961242
0.0756859, -0.006836147, -0.9956359
0.07593005, -0.007324443, -0.9936827
0.07300027, -0.007812738, -0.9980773
0.07348857, -0.007324443, -0.99588
0.07348857, -0.007324443, -0.99588
0.07104709, -0.006591998, -0.99588
0.06933805, -0.008301035, -0.9973449
0.06982635, -0.01245155, -1.000031
0.0700705, -0.01293985, -0.9961242
0.0700705, -0.01293985, -0.9961242
0.06811731, -0.01416059, -0.9956359
0.07104709, -0.01611377, -0.9975891
0.07177953, -0.01806696, -0.994171
0.07519761, -0.01464889, -0.9985657
0.07300027, -0.01391644, -0.9946592
0.07715079, -0.0122074, -0.9951475
0.07715079, -0.0122074, -0.9951475
0.07739494, -0.008301035, -0.9929502
0.07983642, -0.008545183, -0.9966125
0.0766625, -0.008056886, -0.9953917
0.07495346, -0.008056886, -0.9946592
0.07153539, -0.009277627, -0.994171
0.07153539, -0.009277627, -0.994171
0.07519761, -0.006836147, -0.9961242
0.07251198, -0.00756859, -0.9968566
0.07104709, -0.01123081, -0.9951475
0.06933805, -0.01001007, -0.9953917
0.07226783, -0.01049837, -0.9956359
0.07226783, -0.01049837, -0.9956359
0.06860561, -0.01196326, -0.9966125
0.07275613, -0.01245155, -0.9931944
0.07055879, -0.01098666, -0.9983215
0.07300027, -0.01342814, -0.9939269
0.07300027, -0.01440474, -0.9988098
0.07300027, -0.01440474, -0.9988098
0.07885983, -0.01025422, -0.9953917
0.0756859, -0.01147496, -0.9944152
0.07983642, -0.01074252, -0.9971008
0.07470931, -0.009277627, -0.9936827
0.07885983, -0.01001007, -0.9953917
0.07885983, -0.01001007, -0.9953917
0.07373272, -0.008789331, -0.9946592
0.0761742, -0.008789331, -0.9983215
0.07275613, -0.01245155, -0.9973449
0.0756859, -0.01049837, -0.9963683
0.06982635, -0.01196326, -0.9961242
0.06982635, -0.01196326, -0.9961242
0.07177953, -0.01098666, -0.9973449
0.06787317, -0.01196326, -0.9956359
0.07055879, -0.0122074, -0.9956359
0.0695822, -0.01171911, -0.9961242
0.07202368, -0.01245155, -0.99588
0.07202368, -0.01245155, -0.99588
0.07470931, -0.01196326, -0.9961242
0.07544176, -0.01001007, -0.9929502
0.0761742, -0.01245155, -0.9971008
0.07861568, -0.009277627, -0.9978332
0.07788324, -0.005615406, -0.999054
0.07788324, -0.005615406, -0.999054
0.07690664, -0.008301035, -0.9949034
0.07715079, -0.009277627, -0.9951475
0.07519761, -0.009277627, -0.9924619
0.07348857, -0.009277627, -0.9951475
0.0756859, -0.01074252, -0.9971008
0.0756859, -0.01074252, -0.9971008
0.0700705, -0.01049837, -0.9956359
0.0700705, -0.01049837, -0.9956359
0.06982635, -0.00634785, -0.9988098
0.07251198, -0.01001007, -0.9966125
0.07031465, -0.01391644, -0.9968566
0.07031465, -0.01391644, -0.9968566
0.07226783, -0.01098666, -0.99588
0.07202368, -0.01147496, -0.9949034
0.07495346, -0.013184, -0.9951475
0.07470931, -0.01074252, -0.9961242
0.0756859, -0.01293985, -0.9973449
0.0756859, -0.01293985, -0.9973449
0.07470931, -0.01171911, -0.9946592
0.07544176, -0.01025422, -0.994171
0.0761742, -0.01123081, -0.9975891
0.07519761, -0.009765923, -0.9951475
0.07544176, -0.009033479, -0.9961242
0.07641835, -0.009033479, -0.9966125
0.07641835, -0.009033479, -0.9966125
0.07446516, -0.008056886, -0.9951475
0.07470931, -0.009277627, -0.9966125
0.07348857, -0.01049837, -0.9956359
0.07153539, -0.0126957, -0.9949034
0.07153539, -0.0126957, -0.9949034
0.0695822, -0.01049837, -0.9980773
0.07226783, -0.01196326, -0.9951475
0.07202368, -0.01123081, -0.9951475
0.07153539, -0.01123081, -0.9968566
0.07202368, -0.01196326, -0.99588
0.07202368, -0.01293985, -0.9971008
0.07446516, -0.0122074, -0.99588
0.07446516, -0.0122074, -0.99588
0.07446516, -0.0122074, -0.9951475
0.07641835, -0.01001007, -0.9966125
0.07495346, -0.01025422, -0.9951475
0.07397687, -0.01123081, -0.9968566
0.07397687, -0.01123081, -0.9968566
0.07446516, -0.01001007, -0.994171
0.07422101, -0.01001007, -0.99588
0.07300027, -0.01001007, -0.9953917
0.07202368, -0.01147496, -0.9953917
0.07202368, -0.01147496, -0.9953917
0.07275613, -0.009277627, -0.9956359
0.06933805, -0.01049837, -0.9961242
0.07177953, -0.01171911, -0.99588
0.07397687, -0.01049837, -0.9956359
0.06884976, -0.01098666, -0.9944152
0.07324442, -0.01196326, -0.9963683
0.07324442, -0.01196326, -0.9963683
0.07275613, -0.01001007, -0.9961242
0.07422101, -0.01147496, -0.9951475
0.07544176, -0.01098666, -0.9949034
0.07544176, -0.01098666, -0.9949034
0.0761742, -0.01025422, -0.9971008
0.07593005, -0.01074252, -0.9956359
0.07788324, -0.009521775, -0.9946592
0.07593005, -0.009277627, -0.9961242
0.0756859, -0.01074252, -0.9961242
0.07300027, -0.01049837, -0.9973449
0.07300027, -0.01049837, -0.9973449
0.07348857, -0.009765923, -0.994171
0.07055879, -0.008056886, -0.9963683
0.07275613, -0.01074252, -0.9978332
0.07080294, -0.01147496, -0.9971008
0.07177953, -0.01196326, -0.9949034
0.07324442, -0.01001007, -0.9953917
0.07251198, -0.01098666, -0.9966125
0.07348857, -0.01196326, -0.9966125
0.07348857, -0.01196326, -0.9966125
0.07470931, -0.01245155, -0.9946592
0.07446516, -0.01025422, -0.9961242
0.0756859, -0.01147496, -0.99588
0.07422101, -0.01001007, -0.9951475
0.0756859, -0.009765923, -0.9944152
0.07544176, -0.01171911, -0.9968566
0.07324442, -0.01123081, -0.9949034
0.07324442, -0.01123081, -0.9949034
0.07348857, -0.01074252, -0.9961242
0.07275613, -0.009765923, -0.9956359
0.07031465, -0.0126957, -0.9971008
0.07031465, -0.0126957, -0.9971008
