0.03881954, -0.02929777, -1.067415, 0
0.06689657, -0.03662221, -1.060091, 0.01999513
0.04956206, -0.04565569, -1.020051, 0.01997499
0.01489303, -0.04980621, -1.031281, 0.019996
0.009521775, -0.0385754, -0.999298, 0.0199955
0.0568865, -0.01831111, -0.9812311, 0.019999
0.08545183, 0.0004882962, -0.9936827, 0.01999525
0.1084017, -0.01489303, -0.928251, 0.0199952
0.0883816, -0.01123081, -0.8667257, 0.01999716
0.01123081, 0.03222755, -0.8413343, 0.01999528
-0.02929777, 0.09277627, -1.018586, 0.01999662
-0.002197333, 0.06225776, -1.187536, 0.01999656
0.07910398, -0.02026429, -1.048128, 0.0199952
0.06494339, -0.105472, -0.8308359, 0.01999518
-0.0827662, -0.06714072, -0.7048555, 0.01999608
0.003418073, 0.0009765923, -1.233192, 0.01999515
0.04004028, 0.04614399, -1.29667, 0.01999521
0.01147496, 0.0375988, -1.14359, 0.01999593
-0.005859554, 0.02246162, -0.9822077, 0.01999519
-0.04809717, -0.03564562, -0.809595, 0.01999582
0.04956206, -0.04565569, -1.020051, 0.01997499
0.01489303, -0.04980621, -1.031281, 0.019996
0.009521775, -0.0385754, -0.999298, 0.0199955
0.0568865, -0.01831111, -0.9812311, 0.019999
0.08545183, 0.0004882962, -0.9936827, 0.01999525
0.1084017, -0.01489303, -0.928251, 0.0199952
0.0883816, -0.01123081, -0.8667257, 0.01999716
0.01123081, 0.03222755, -0.8413343, 0.01999528
-0.02929777, 0.09277627, -1.018586, 0.01999662
-0.002197333, 0.06225776, -1.187536, 0.01999656
0.07910398, -0.02026429, -1.048128, 0.0199952
0.06494339, -0.105472, -0.8308359, 0.01999518
-0.0827662, -0.06714072, -0.7048555, 0.01999608
0.003418073, 0.0009765923, -1.233192, 0.01999515
0.04004028, 0.04614399, -1.29667, 0.01999521
0.01147496, 0.0375988, -1.14359, 0.01999593
-0.005859554, 0.02246162, -0.9822077, 0.01999519
-0.04809717, -0.03564562, -0.809595, 0.01999582
